,business_classification,business_impact,business_relevance,category_id,data_confidentiality,eoldriver,extensibility,geographical_scope,has_dependencies,id,io_intensity,latency_sensitivity,no_of_users,scalability,service_level,source_code_available,stage,type,user_facing,workload_variation,dependencies.Hardware.Dependent,dependencies.Operating.Environment.Dependent,dependencies.Operating.System.Dependent,IsPassPlatAvail,IsHarwareSupported,IsOSSupported,IsPlatformSupported,IsDatabaseSupported,pivot.disposition_1
376,MISCRI,LARGE_FIN_COMP,REVGEN,58,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1129,HIGH,MEDIUM,7,HORIZONTAL,BOTH,1,EMAN,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
377,BUSIIMP,SOME_FIN_PROD,INTSUP,37,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,NATIONAL,0,1132,LOW,LOW,7,MIXED,NONE,1,EUMN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
378,MISCRI,LARGE_FIN_COMP,INTSUP,22,APPROVED_PUBLIC_DATACENTER,TE,SOA,NATIONAL,0,1135,LOW,LOW,4,MIXED,AVAI,0,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
379,MISCRI,SOME_FIN_PROD,INTSUP,22,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1138,LOW,LOW,5,HORIZONTAL,PERF,1,EMAN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
380,MISCRI,SOME_FIN_PROD,RISKSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,NATIONAL,0,1141,LOW,MEDIUM,7,MIXED,PERF,1,EUMN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
381,NONCRI,SOME_FIN_PROD,RISKSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,1144,MEDIUM,LOW,6,VERTICAL,PERF,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
382,BUSICRI,SOME_FIN_PROD,REVGEN,64,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,1147,HIGH,MEDIUM,5,MIXED,PERF,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
383,BUSIIMP,LARGE_FIN_COMP,REVSUP,52,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,1150,MEDIUM,MEDIUM,4,VERTICAL,NONE,0,EMAN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
384,NONCRI,SOME_PROD,RISKSUP,61,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1153,MEDIUM,LOW,3,VERTICAL,AVAI,0,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
385,NONCRI,LARGE_FIN_COMP,REVGEN,40,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1156,MEDIUM,HIGH,7,MIXED,BOTH,1,EUMN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Develop
386,NONCRI,SOME_PROD,REVSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,NATIONAL,0,1159,LOW,MEDIUM,7,VERTICAL,AVAI,1,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
387,NONCRI,LARGE_FIN_COMP,INTSUP,46,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,1162,HIGH,LOW,6,MIXED,PERF,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
388,NONCRI,SOME_FIN_PROD,REVSUP,55,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1165,LOW,MEDIUM,4,HORIZONTAL,NONE,1,EMAN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
389,BUSICRI,LARGE_FIN_COMP,REVGEN,49,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1168,MEDIUM,HIGH,4,VERTICAL,NONE,1,NEW,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
390,MISCRI,LARGE_FIN_COMP,INTSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,0,1171,HIGH,HIGH,6,VERTICAL,NONE,1,EUMN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
391,PRODIMP,SOME_FIN_PROD,REVSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,INTERNATIONAL,0,1174,HIGH,MEDIUM,5,MIXED,PERF,1,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
392,MISCRI,SOME_PROD,REVGEN,25,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1177,MEDIUM,MEDIUM,4,MIXED,PERF,0,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
393,BUSICRI,SOME_FIN_PROD,INTSUP,58,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1180,LOW,LOW,4,MIXED,PERF,0,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
394,PRODIMP,LARGE_FIN_COMP,INTSUP,64,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,1183,MEDIUM,MEDIUM,4,MIXED,NONE,0,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
395,NONCRI,SOME_FIN_PROD,REVSUP,55,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,LOCAL,0,1186,LOW,MEDIUM,3,VERTICAL,NONE,1,NEW,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
396,PRODIMP,SOME_PROD,REVSUP,34,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1189,LOW,HIGH,7,MIXED,PERF,0,EMAN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
397,MISCRI,SOME_FIN_PROD,INTSUP,67,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1192,LOW,LOW,4,HORIZONTAL,NONE,0,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
398,BUSIIMP,SOME_FIN_PROD,REVSUP,61,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,REGIONAL,0,1195,LOW,LOW,3,VERTICAL,PERF,1,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
399,PRODIMP,SOME_PROD,INTSUP,28,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1198,LOW,MEDIUM,5,MIXED,PERF,0,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
400,PRODIMP,SOME_PROD,REVSUP,31,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1201,LOW,HIGH,3,MIXED,BOTH,0,NEW,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
401,BUSIIMP,LARGE_FIN_COMP,INTSUP,16,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,REGIONAL,0,1204,HIGH,LOW,5,MIXED,PERF,1,NEW,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
402,PRODIMP,LARGE_FIN_COMP,INTSUP,46,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1207,LOW,HIGH,6,MIXED,PERF,1,NEW,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
403,NONCRI,SOME_PROD,RISKSUP,28,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,0,1210,HIGH,HIGH,4,MIXED,PERF,1,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
404,MISCRI,SOME_FIN_PROD,RISKSUP,58,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1213,LOW,HIGH,3,HORIZONTAL,BOTH,1,EUMN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
405,BUSIIMP,LARGE_FIN_COMP,INTSUP,7,APPROVED_PUBLIC_DATACENTER,BU,SOA,REGIONAL,0,1216,LOW,LOW,5,HORIZONTAL,PERF,1,NEW,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
406,NONCRI,SOME_FIN_PROD,REVSUP,10,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1219,LOW,HIGH,6,VERTICAL,PERF,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
407,NONCRI,LARGE_FIN_COMP,RISKSUP,19,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,REGIONAL,0,1222,MEDIUM,MEDIUM,3,MIXED,PERF,1,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
408,BUSICRI,SOME_FIN_PROD,REVSUP,37,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,LOCAL,0,1225,MEDIUM,MEDIUM,4,MIXED,NONE,0,NEW,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
409,BUSICRI,SOME_FIN_PROD,REVSUP,4,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,1228,MEDIUM,MEDIUM,5,MIXED,AVAI,0,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
410,PRODIMP,SOME_FIN_PROD,REVSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1231,MEDIUM,HIGH,4,HORIZONTAL,AVAI,1,NEW,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
411,MISCRI,LARGE_FIN_COMP,REVGEN,31,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,NATIONAL,0,1234,MEDIUM,LOW,3,VERTICAL,AVAI,0,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
412,PRODIMP,SOME_FIN_PROD,REVSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,REGIONAL,0,1237,LOW,MEDIUM,3,VERTICAL,BOTH,0,EUMN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
413,PRODIMP,SOME_FIN_PROD,RISKSUP,58,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,REGIONAL,0,1240,HIGH,MEDIUM,5,VERTICAL,NONE,1,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
414,BUSICRI,SOME_FIN_PROD,REVGEN,25,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1243,MEDIUM,MEDIUM,4,VERTICAL,BOTH,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
415,MISCRI,SOME_FIN_PROD,REVGEN,52,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1246,LOW,HIGH,7,VERTICAL,NONE,1,EMAN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
416,PRODIMP,SOME_PROD,REVGEN,25,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,1249,HIGH,HIGH,5,MIXED,BOTH,1,EMAN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
417,MISCRI,SOME_FIN_PROD,RISKSUP,43,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,1252,MEDIUM,LOW,7,HORIZONTAL,PERF,1,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
418,BUSIIMP,SOME_FIN_PROD,INTSUP,43,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,1255,MEDIUM,HIGH,7,VERTICAL,AVAI,1,EUMN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Develop
419,PRODIMP,SOME_FIN_PROD,REVSUP,16,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,LOCAL,0,1258,LOW,HIGH,6,HORIZONTAL,BOTH,1,EMAN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
420,MISCRI,SOME_PROD,INTSUP,40,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,1261,LOW,LOW,3,VERTICAL,NONE,0,EUMN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
421,PRODIMP,SOME_FIN_PROD,REVGEN,49,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,REGIONAL,0,1264,HIGH,HIGH,6,VERTICAL,AVAI,1,EUMN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
422,BUSICRI,SOME_FIN_PROD,INTSUP,43,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,1267,MEDIUM,MEDIUM,3,HORIZONTAL,PERF,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
423,BUSICRI,SOME_FIN_PROD,RISKSUP,58,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1270,MEDIUM,HIGH,3,VERTICAL,BOTH,0,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
424,BUSICRI,LARGE_FIN_COMP,REVSUP,10,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,INTERNATIONAL,0,1273,LOW,MEDIUM,4,VERTICAL,NONE,0,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
425,BUSIIMP,LARGE_FIN_COMP,REVGEN,19,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,1276,MEDIUM,HIGH,3,HORIZONTAL,NONE,1,EUMN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
426,BUSICRI,LARGE_FIN_COMP,RISKSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,LOCAL,0,1279,LOW,HIGH,7,HORIZONTAL,BOTH,1,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
427,BUSIIMP,LARGE_FIN_COMP,INTSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1282,MEDIUM,LOW,3,MIXED,PERF,0,EUMN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
428,BUSIIMP,LARGE_FIN_COMP,RISKSUP,43,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,1285,HIGH,MEDIUM,6,VERTICAL,NONE,1,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
429,NONCRI,LARGE_FIN_COMP,REVGEN,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,INTERNATIONAL,0,1288,LOW,LOW,4,HORIZONTAL,AVAI,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
430,PRODIMP,SOME_FIN_PROD,RISKSUP,49,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,REGIONAL,0,1291,HIGH,LOW,7,VERTICAL,BOTH,0,NEW,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
431,BUSIIMP,SOME_PROD,REVGEN,43,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1294,HIGH,MEDIUM,6,HORIZONTAL,AVAI,0,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
432,MISCRI,SOME_PROD,REVGEN,4,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,NATIONAL,0,1297,HIGH,HIGH,3,HORIZONTAL,NONE,0,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
433,BUSIIMP,SOME_FIN_PROD,REVSUP,22,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1300,HIGH,LOW,7,MIXED,BOTH,1,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
434,NONCRI,LARGE_FIN_COMP,INTSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1303,MEDIUM,LOW,6,HORIZONTAL,AVAI,1,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
435,BUSICRI,SOME_FIN_PROD,INTSUP,19,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1306,HIGH,LOW,6,HORIZONTAL,BOTH,1,EUMN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
436,PRODIMP,SOME_PROD,INTSUP,37,APPROVED_PUBLIC_DATACENTER,TE,SOA,NATIONAL,0,1309,LOW,HIGH,6,VERTICAL,AVAI,1,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
437,MISCRI,SOME_PROD,REVSUP,28,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,1312,MEDIUM,MEDIUM,4,HORIZONTAL,PERF,1,NEW,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
438,NONCRI,SOME_FIN_PROD,REVSUP,52,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,LOCAL,0,1315,LOW,MEDIUM,5,MIXED,PERF,1,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
439,NONCRI,LARGE_FIN_COMP,REVGEN,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1318,LOW,MEDIUM,7,VERTICAL,NONE,1,NEW,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
440,PRODIMP,LARGE_FIN_COMP,RISKSUP,19,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1321,LOW,HIGH,3,HORIZONTAL,BOTH,0,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
441,PRODIMP,SOME_PROD,REVSUP,52,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,NATIONAL,0,1324,LOW,LOW,4,HORIZONTAL,AVAI,0,NEW,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
442,BUSIIMP,SOME_PROD,REVSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,NATIONAL,0,1327,LOW,MEDIUM,4,HORIZONTAL,AVAI,0,EUMN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
443,BUSICRI,SOME_FIN_PROD,REVGEN,49,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,REGIONAL,0,1330,MEDIUM,LOW,3,HORIZONTAL,PERF,1,EMAN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
444,BUSIIMP,SOME_PROD,REVSUP,10,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,NATIONAL,0,1333,MEDIUM,LOW,7,MIXED,BOTH,1,EUMN,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
445,NONCRI,LARGE_FIN_COMP,REVGEN,49,APPROVED_PUBLIC_DATACENTER,BU,INTERFACES,REGIONAL,0,1336,LOW,MEDIUM,4,VERTICAL,BOTH,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
446,BUSIIMP,SOME_FIN_PROD,INTSUP,22,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1339,MEDIUM,MEDIUM,4,HORIZONTAL,BOTH,1,EMAN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
447,PRODIMP,LARGE_FIN_COMP,REVSUP,64,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,INTERNATIONAL,0,1342,LOW,HIGH,4,HORIZONTAL,NONE,0,EUMN,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
448,BUSIIMP,SOME_PROD,REVGEN,52,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1345,LOW,LOW,4,HORIZONTAL,BOTH,1,NEW,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
449,PRODIMP,SOME_PROD,REVGEN,46,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,NATIONAL,0,1348,LOW,MEDIUM,7,HORIZONTAL,AVAI,1,NEW,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
450,NONCRI,SOME_PROD,RISKSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1351,HIGH,LOW,6,HORIZONTAL,PERF,1,EUMN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
451,BUSICRI,SOME_PROD,REVSUP,49,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,LOCAL,0,1354,MEDIUM,HIGH,6,MIXED,BOTH,0,EMAN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
452,MISCRI,SOME_FIN_PROD,RISKSUP,19,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,1357,LOW,HIGH,5,HORIZONTAL,NONE,1,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
453,PRODIMP,SOME_PROD,RISKSUP,64,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,1360,HIGH,LOW,7,VERTICAL,BOTH,1,EUMN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
454,NONCRI,SOME_FIN_PROD,REVGEN,10,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1363,LOW,LOW,7,HORIZONTAL,AVAI,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
455,MISCRI,SOME_FIN_PROD,RISKSUP,67,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1366,MEDIUM,MEDIUM,3,HORIZONTAL,BOTH,1,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
456,NONCRI,LARGE_FIN_COMP,REVSUP,4,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,LOCAL,0,1369,MEDIUM,MEDIUM,5,HORIZONTAL,AVAI,0,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
457,PRODIMP,SOME_PROD,INTSUP,40,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1372,HIGH,MEDIUM,6,VERTICAL,BOTH,1,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
458,NONCRI,LARGE_FIN_COMP,REVGEN,13,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,NATIONAL,0,1375,HIGH,HIGH,5,HORIZONTAL,AVAI,0,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
459,BUSICRI,LARGE_FIN_COMP,REVGEN,55,APPROVED_PUBLIC_DATACENTER,BU,SOA,REGIONAL,0,1378,MEDIUM,MEDIUM,5,HORIZONTAL,BOTH,1,NEW,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
460,NONCRI,SOME_FIN_PROD,REVSUP,22,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1381,LOW,HIGH,3,MIXED,AVAI,1,NEW,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
461,MISCRI,LARGE_FIN_COMP,REVSUP,49,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,LOCAL,0,1384,HIGH,MEDIUM,6,HORIZONTAL,AVAI,0,EUMN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
462,NONCRI,SOME_FIN_PROD,INTSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,REGIONAL,0,1387,HIGH,MEDIUM,4,VERTICAL,PERF,1,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
463,NONCRI,SOME_PROD,INTSUP,34,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,1390,MEDIUM,HIGH,4,HORIZONTAL,AVAI,1,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
464,NONCRI,SOME_FIN_PROD,REVGEN,28,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,1393,HIGH,HIGH,7,MIXED,PERF,1,NEW,BATCH,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
465,BUSIIMP,LARGE_FIN_COMP,REVSUP,46,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1396,MEDIUM,LOW,6,HORIZONTAL,BOTH,1,EUMN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
466,BUSIIMP,SOME_FIN_PROD,INTSUP,19,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,LOCAL,0,1399,HIGH,MEDIUM,5,MIXED,PERF,0,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
467,MISCRI,SOME_FIN_PROD,REVSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1402,MEDIUM,HIGH,3,VERTICAL,BOTH,1,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
468,PRODIMP,SOME_FIN_PROD,REVGEN,58,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,NATIONAL,0,1405,HIGH,HIGH,6,MIXED,AVAI,0,EMAN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
